system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,landcover,mndwi,ndbi,ndvi,random,slope,.geo
0000000000000000066a_0,0.05935929648241206,0.259881109986242,0.18681396003377426,0.08022071307300509,0.13057107809731497,0.14720250113984237,0.18097003398208217,0.30542183937167466,0.3435031847133758,0.34461738002594033,0.35147553714729485,0.35152851804202656,0.4718308170213675,0.01627907,3,0.35305964534839024,0.3345185162233204,0.7247407992060751,0.3306479000982536,0.024795344982735827,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066b_0,0.053941582914572864,0.26615787970822624,0.20032367013791164,0.07583474816072439,0.1332969878697015,0.11698039471113138,0.19326536916898363,0.35970357233341776,0.4056050955414013,0.4624513618677043,0.42318146518250066,0.3923298413281872,0.3444137719279683,0.015813954,3,0.35238184682393847,0.26020958199109306,0.825147072038525,0.25799349216213063,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066c_0,0.0785961055276382,0.4034369078213016,0.34365325077399383,0.11757215619694397,0.17541229385307347,0.2518074643392171,0.27482236638863144,0.3455155814542691,0.3981528662420382,0.4477302204928664,0.4591638622831996,0.42345157140231576,0.5522963855312543,0.014883721,3,0.3208526645153064,0.3837937710251823,0.6621731100839736,0.8735119094728787,0.024793244557963664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066d_0,0.07741834170854271,0.3865638709342471,0.32915845764142976,0.12139219015280135,0.18045522693198854,0.2443822054321631,0.2583873957367933,0.3060552318216367,0.33923566878980893,0.36342412451361866,0.3901113124514626,0.36402622067021995,0.6027177914562568,0.014883721,3,0.33696651696681745,0.43174519544382556,0.6187203134616559,0.48280372168730723,0.0247934790331493,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066e_0,0.060772613065326636,0.3416815928146822,0.2585139318885449,0.06932654216185626,0.10780973149788742,0.14003777763303588,0.16620327463700957,0.26520141879908793,0.3102547770700637,0.31076523994811933,0.33840279575459487,0.3368253384794462,0.5885218628306237,0.015813954,3,0.25331810306210617,0.4416689488831553,0.7130478280002912,0.6645638385117271,0.03896374254994782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066f_0,0.05519786432160804,0.32737325753445995,0.2757528848860118,0.07696661007357103,0.10815047021943573,0.14381554093662477,0.1609514983008959,0.2328984038510261,0.26573248407643313,0.2933852140077821,0.3063033911467771,0.29976107333210805,0.5913343430757881,0.014883721,3,0.26221891041294054,0.4460669221564142,0.6941685765215176,0.9459827968806332,0.019490489715830797,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000670_0,0.05826005025125628,0.31562962386107,0.27849704475091475,0.07378324844368987,0.10631048112307483,0.14107991923402594,0.14840902069817732,0.2316949581960983,0.30789808917197453,0.3251621271076524,0.34267408749676415,0.32408258285854313,0.5461227115383762,0.014418605,3,0.26599056538508464,0.4059735107749881,0.7213505157794852,0.05972492579341948,0.03064981205515023,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000671_0,0.05307788944723618,0.277226591906134,0.16211652124964818,0.05574419920769666,0.12225705329153605,0.10447469549925097,0.1970960766141489,0.4037243476057765,0.4494267515923567,0.4614785992217899,0.4694537923893347,0.47442259388592783,0.35778765042333843,0.014883721,3,0.3230883555158759,0.2715172239108409,0.8429579594717209,0.9540208002539867,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000672_0,0.058574120603015076,0.2792513563325806,0.1509991556431185,0.0588568194680249,0.11503339239471173,0.09744023969256822,0.1942539388322521,0.4122118064352673,0.4614012738853503,0.4880674448767834,0.49171628268185347,0.4363168535195736,0.3291071028329567,0.014883721,3,0.3079263031947264,0.2584694457987973,0.8616836499789282,0.009426762822735246,0.045954673409923076,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000673_0,0.05292085427135678,0.2598136178386938,0.1755558682803265,0.07222693831352575,0.11012675480441597,0.1117696867061812,0.1571207908557306,0.2536736762097796,0.30503184713375797,0.31407263294422827,0.32144706186901373,0.31274888194572076,0.4728574881008542,0.014883721,3,0.31401060824265103,0.36078272891051494,0.76271677704823,0.4610012326894576,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000674_0,0.05119346733668342,0.2579238377073437,0.18589924007880665,0.06494057724957555,0.12116668938258143,0.12635966912004168,0.17930182267531666,0.31796300988092224,0.3834394904458599,0.4212710765239948,0.42298731555785657,0.3936776327880904,0.3881082853346649,0.015813954,3,0.33730417896670933,0.2769102242786453,0.7954189006820586,0.06306039634178862,0.01949175075884598,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000675_0,0.05087939698492462,0.238823559951198,0.17351533915001408,0.057724957555178265,0.10365271909499796,0.09958965674461018,0.1605807846771702,0.27432227007854065,0.31719745222929935,0.32607003891050584,0.3501812063163345,0.33449733504870427,0.434907655311923,0.015348837,3,0.3190054070111668,0.3266678815791653,0.7920936772545739,0.8908386423733706,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000676_0,0.04522613065326633,0.2430755652467357,0.14924007880664228,0.05602716468590832,0.1143519149516151,0.08532534358105907,0.16793327154772938,0.2707752723587535,0.32414012738853504,0.3470817120622568,0.3483691431529899,0.3392758684065429,0.40069553477399944,0.015348837,3,0.337423636466727,0.31406373870302834,0.8298468268447253,0.5006676011284771,0.019492345322299414,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000677_0,0.056375628140703515,0.29166991148145266,0.1932169997185477,0.07894736842105263,0.12729998637045115,0.1194554810134827,0.18066110596231078,0.2864200658728148,0.3343949044585987,0.35577172503242543,0.3595651048407973,0.347485143662317,0.464883517565644,0.014883721,3,0.32090335528018493,0.35776319854787003,0.7741608118657298,0.718946256694556,0.019492641370475454,"{""type"":""MultiPoint"",""coordinates"":[]}"
